核卡狀況,聯徵紀錄,年齡,年收入,收支比,每月信用卡支出平均,扶養人數,居住時間,持有主卡,活躍帳戶,核卡狀況_no,核卡狀況_yes,房地產_no,房地產_yes,創業人士_no,創業人士_yes
yes,-0.3397165448614569,29,-0.21636726732067604,0.008273429922161474,-0.04217920046138766,1,5,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,52,-0.023127953211435664,-0.4200295635160172,-0.386064166893747,1,20,1,3,0,1,0,1,1,0
yes,-0.3397165448614569,41,-0.5255501698954604,-0.014628625253388728,-0.17022801698676435,2,18,0,10,0,1,1,0,1,0
yes,-0.3397165448614569,22,0.5495202581122887,0.9408100865971333,1.3947130507648784,0,1,1,11,0,1,1,0,1,0
no,-0.3397165448614569,33,-0.9410146952303273,-0.7169554747938204,-0.6782559249526872,0,8,1,1,1,0,1,0,1,0
yes,0.4018942818577303,29,-0.5403966050038534,0.4207690025001426,0.13172668963002152,2,7,1,13,0,1,1,0,1,0
yes,-0.3397165448614569,20,-0.8938831552036833,2.8904208292341633,1.257619252001891,0,8,1,2,0,1,0,1,1,0
yes,-0.3397165448614569,26,-0.6700083400771243,-0.12782258313874334,-0.2940328385221501,0,1,1,1,0,1,1,0,1,0
no,-0.3397165448614569,22,-0.510939392487201,-0.7190440084101914,-0.6782559249526872,3,2,0,0,1,0,1,0,1,0
yes,1.8851159352961047,32,0.08356607052387964,0.9598590868942437,1.031763475077326,0,1,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.04698829534992425,-0.38207757431087025,-0.3525767949859442,1,4,1,12,0,1,1,0,1,0
yes,-0.3397165448614569,28,0.5094584490896413,0.5838196252803111,0.9246431201083452,0,2,1,5,0,1,1,0,0,1
no,0.4018942818577303,36,-0.8938831552036833,-0.7172647720696901,-0.6782559249526872,2,16,1,2,1,0,1,0,1,0
yes,-0.3397165448614569,26,-0.6876826675871158,-0.0637574486935627,-0.2593079097549021,1,2,1,10,0,1,1,0,1,0
no,-0.3397165448614569,41,0.07820485784584882,-0.7204908588964257,-0.6782559249526872,0,4,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,23,-0.21636726732067604,0.5132256506524394,0.3962796778280184,0,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.9233403677203358,4.0865906493420665,1.8298164082184967,0,8,1,2,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.9822547927536408,0.12062697832387202,-0.26353980418893386,1,2,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,29,1.2564933585119484,-0.05996716605247786,0.3791247563132672,2,1,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,40,-0.4705830113393871,-0.17202721468222024,-0.2687621107940357,0,4,1,3,0,1,1,0,1,0
no,1.1435051085769175,59,0.07820485784584882,-0.7204908588964257,-0.6782559249526872,0,30,0,5,1,0,1,0,1,0
yes,-0.3397165448614569,37,-0.510939392487201,0.042257686228692845,-0.12332919555771432,0,1,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,30,-0.038092217169895415,-0.7030246916865861,-0.6614495984541046,1,7,1,4,0,1,1,0,1,0
yes,-0.3397165448614569,29,-0.6582254550704634,0.40288049734740644,0.054359401663187146,0,3,1,0,0,1,1,0,1,0
yes,0.4018942818577303,32,3.9076424850106726,-0.33333762224362024,0.4520460066739465,3,2,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.27528169235398103,0.12153279753383534,0.030518739639320534,0,0,1,0,0,1,1,0,1,0
no,1.1435051085769175,36,-0.24582447983732855,-0.7198164793430961,-0.6782559249526872,1,6,1,3,1,0,1,0,1,0
no,-0.3397165448614569,25,-1.0411692177869458,-0.7161955203285445,-0.6782559249526872,0,7,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,28,0.01929043281254385,-0.5003092416179535,-0.4587805511752049,0,17,1,4,0,1,1,0,1,0
no,2.626726762015292,22,-0.7465970926204208,-0.7180794407160364,-0.6782559249526872,0,17,1,10,1,0,0,1,1,0
yes,-0.3397165448614569,27,-0.0985384172540661,0.5182147247776618,0.4710523132504276,0,2,1,2,0,1,1,0,1,0
no,-0.3397165448614569,29,0.07820485784584882,-0.7204908588964257,-0.6782559249526872,6,0,1,2,1,0,1,0,1,0
yes,-0.3397165448614569,31,-0.5286137199971923,0.27590819161201335,0.03686236442995832,3,7,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.452024967453896,0.06768645583222142,-0.0825939573139725,2,5,1,6,0,1,1,0,1,0
no,1.1435051085769175,39,0.3873877604206332,-0.7209625020580245,-0.6782559249526872,1,7,1,4,1,0,1,0,1,0
yes,-0.3397165448614569,22,-0.7465970926204208,1.171814030053928,0.4749299914100226,0,1,0,4,0,1,1,0,1,0
yes,-0.3397165448614569,30,-0.8349687301703783,1.1794184382363366,0.3959371954260268,0,4,1,10,0,1,1,0,1,0
no,-0.3397165448614569,34,0.13682471075398714,-0.720590847158065,-0.6782559249526872,4,1,1,0,1,0,1,0,1,0
no,1.1435051085769175,42,0.19603370791245878,-0.7206863801733455,-0.6782559249526872,4,7,0,3,1,0,1,0,1,0
yes,-0.3397165448614569,31,-0.21636726732067604,1.5295493182543223,1.2784681432357687,0,0,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,32,0.6673491081788986,0.24293609807049354,0.5818673713055627,0,4,1,4,0,1,1,0,1,0
no,7.818002549049601,24,-0.6287682425538109,-0.7186036627476399,-0.6782559249526872,0,2,1,12,1,0,1,0,1,0
yes,-0.3397165448614569,45,0.07820485784584882,0.7132179988647978,0.7775997308789324,0,19,0,2,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.7465970926204208,-0.28854546365841427,-0.41546609776297366,0,3,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,40,0.9619212333454235,0.5523459419692955,1.1681697422517325,0,3,1,19,0,1,1,0,1,0
yes,-0.3397165448614569,40,-0.5403966050038534,0.014462139527992225,-0.1556798485723972,0,15,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,41,0.07820485784584882,-0.6909509846041632,-0.6476989666824909,1,10,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.510939392487201,1.7444888439262212,1.1092591022740286,0,1,0,1,0,1,1,0,1,0
no,7.818002549049601,30,0.13711928287915381,-0.7205913356210212,-0.6782559249526872,0,9,1,16,1,0,1,0,1,0
yes,-0.3397165448614569,25,-0.419032889435245,0.957759645678512,0.6155806202579338,0,8,1,0,0,1,0,1,1,0
no,-0.3397165448614569,28,-0.510939392487201,-0.7190440084101914,-0.6782559249526872,0,6,1,0,1,0,1,0,1,0
no,-0.3397165448614569,28,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,0,9,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,25,0.08998774285250999,-0.5017196652166025,-0.45396783005514013,0,1,1,3,0,1,1,0,1,0
yes,0.4018942818577303,23,-0.8780351748697244,3.006671847828476,1.349895158277266,0,1,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,21,-0.6582254550704634,-0.3878832150194989,-0.4615857167249655,0,1,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,39,-0.9750083184745444,0.2577901194198082,-0.19250404045677824,0,6,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,25,0.3727769830123737,-0.43928027896913163,-0.3488763349686217,0,5,0,5,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.7112484376004378,-0.5072477365866086,-0.5450275937882819,0,3,0,2,0,1,1,0,1,0
yes,1.1435051085769175,40,-0.03962399222076113,-0.3044371786659167,-0.278656332049861,1,4,1,14,0,1,1,0,1,0
yes,-0.3397165448614569,37,2.140209734011523,-0.6062920936752837,-0.4415250483725883,3,8,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.7465970926204208,0.43873874231298504,0.028123196242948494,0,0,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,41,-0.21636726732067604,-0.1655968055876839,-0.19509245938146674,0,13,1,7,0,1,0,1,1,0
yes,0.4018942818577303,24,0.07820485784584882,0.013997097473773867,0.0693813251775256,0,5,1,11,0,1,1,0,1,0
no,-0.3397165448614569,22,-0.7642714201304124,-0.7179920712565988,-0.6782559249526872,0,0,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,19,-0.334196117387286,1.0399954965956282,0.7524210407128092,0,0,0,0,0,1,0,1,1,0
yes,-0.3397165448614569,57,0.9619212333454235,-0.7215759978160989,-0.6782559249526872,0,12,1,7,0,1,0,1,0,1
yes,-0.3397165448614569,33,-0.6942810831908459,0.8406572456464635,0.3131400579852176,0,1,1,7,0,1,1,0,1,0
no,10.042835029207163,48,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,1,10,1,15,1,0,0,1,1,0
yes,0.4018942818577303,48,-0.393110542420591,-0.7194191184206933,-0.6782559249526872,0,10,1,3,0,1,1,0,0,1
yes,-0.3397165448614569,28,-0.3990019849239216,0.9333248929159194,0.6131055065390433,1,5,0,0,0,1,1,0,1,0
yes,0.4018942818577303,40,0.21370803542245012,-0.11395002418289357,-0.019066038529117847,1,12,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,32,-0.8055115176537259,0.26551479709899756,-0.1059025615591561,2,0,0,2,0,1,0,1,1,0
yes,-0.3397165448614569,44,0.5495202581122887,-0.5511401949362488,-0.46588812439872207,3,13,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,38,1.2564933585119484,-0.2500965715323579,0.07532746503908522,4,8,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,37,1.5039339436518295,-0.40465279185394115,-0.13080037215362433,2,4,1,7,0,1,0,1,1,0
yes,0.4018942818577303,44,2.493696284211353,-0.20648970048779242,0.46116102546271365,6,17,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,18,-0.3224132323806251,-0.28255118973904547,-0.31912609142953224,0,0,0,1,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.6876826675871158,0.007876751581902652,-0.2121340756904198,0,19,0,1,0,1,0,1,1,0
yes,-0.3397165448614569,47,-0.4160282537585468,0.32629267079840024,0.13135377249637528,0,22,1,8,0,1,0,1,1,0
no,1.8851159352961047,31,2.434781859178048,-0.7224199942847337,-0.6782559249526872,0,2,1,7,1,0,1,0,1,0
yes,-0.3397165448614569,33,0.3727769830123737,1.9812752181887578,2.456099749420296,2,3,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,31,1.8456376088449982,0.4501917743923732,1.532555250579755,2,1,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,38,1.3154077835452533,0.26214514119796906,0.9214346393616354,4,9,0,7,0,1,0,1,1,0
no,-0.3397165448614569,19,-0.7465970926204208,-0.7180794407160364,-0.6782559249526872,0,10,1,2,1,0,1,0,1,0
yes,-0.3397165448614569,35,0.6673491081788986,-0.5337000629074753,-0.43222045420712984,1,1,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,29,-0.5050479499838706,-0.2482166748980302,-0.33258950000470033,1,1,0,0,0,1,1,0,1,0
yes,1.1435051085769175,46,3.92649510102133,-0.6171897760783095,-0.3688086640911304,2,11,1,15,0,1,0,1,1,0
yes,-0.3397165448614569,19,0.07820485784584882,-0.08890115848980958,-0.034930967441934746,1,2,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,22,0.07820485784584882,-0.24497425146464857,-0.19375993149191895,0,0,1,3,0,1,1,0,0,1
yes,-0.3397165448614569,24,0.31386255797906876,0.26868337084137356,0.44319976690087504,2,2,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,18,-0.510939392487201,1.5075410553390574,0.9376845859640575,0,0,0,1,0,1,1,0,1,0
yes,-0.3397165448614569,49,1.0797500834120335,0.8217348448196483,1.6496801985422478,1,25,1,11,0,1,0,1,1,0
no,-0.3397165448614569,47,-1.1000836428202507,-0.7156680225356471,-0.6782559249526872,0,5,1,0,1,0,0,1,1,0
yes,-0.3397165448614569,49,3.907583570585639,-0.60633766948459,-0.33928756107988317,4,18,0,12,0,1,0,1,1,0
yes,-0.3397165448614569,57,0.4316914080456787,0.16101790632425925,0.3725490208583247,3,10,1,15,0,1,0,1,1,0
yes,-0.3397165448614569,24,-0.6876826675871158,-0.027633450339922296,-0.2344559345996725,0,1,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,26,0.5966517981389324,-0.32993230749179187,-0.17911092511122664,5,2,1,6,0,1,0,1,1,0
no,3.368337588734479,38,-0.5196587273921303,-0.7190138513613714,-0.6782559249526872,2,2,1,10,1,0,1,0,1,0
yes,0.4018942818577303,29,1.904552033878303,0.2543333208833931,1.1921600111492738,0,2,1,14,0,1,0,1,1,0
yes,0.4018942818577303,30,-0.36954477240726885,-0.5282291722982194,-0.5231090867443299,3,6,1,8,0,1,0,1,1,0
yes,0.4018942818577303,58,-0.393110542420591,-0.6901136873574972,-0.6547270649212035,0,21,1,8,0,1,0,1,1,0
yes,-0.3397165448614569,38,-0.0621293025834835,-0.6930577791391278,-0.6522825106063621,4,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,45,1.4332366336118634,-0.3752754902714584,-0.092552348184732,0,9,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.510939392487201,-0.09320374698735749,-0.22172284957915836,0,0,0,0,0,1,1,0,1,0
yes,-0.3397165448614569,30,0.07820485784584882,2.997775070053469,3.094774426607646,0,0,0,2,0,1,0,1,1,0
no,-0.3397165448614569,80,-1.1000836428202507,-0.7156680225356471,-0.6782559249526872,0,2,1,0,1,0,1,0,1,0
no,-0.3397165448614569,25,-0.9527975802369882,-0.7168737316258428,-0.6782559249526872,0,9,0,0,1,0,1,0,1,0
no,3.368337588734479,40,0.6084346831455937,-0.721230726245748,-0.6782559249526872,1,7,1,15,1,0,0,1,1,0
yes,-0.3397165448614569,42,0.7851779582455085,-0.5291559859203401,-0.41439351181643636,3,12,1,2,0,1,0,1,0,1
yes,-0.3397165448614569,49,-0.03962399222076113,-0.2946257197180253,-0.26897295381453373,0,21,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,44,1.4332366336118634,0.11891176650048692,0.7373349475835367,4,2,1,16,0,1,0,1,1,0
no,0.4018942818577303,43,1.1504473934519996,-0.7217282980338587,-0.6782559249526872,5,9,1,7,1,0,0,1,1,0
yes,-0.3397165448614569,25,-0.5698538175205059,-0.3908612565590804,-0.44904818402241936,0,16,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,43,-0.06908120473741361,-0.10269279928422895,-0.09390907718619777,2,9,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,24,-0.181018612300693,1.0750835947835777,0.916368173249945,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,39,-0.21636726732067604,-0.5528716536916553,-0.5303816308807551,3,1,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.6876826675871158,-0.49752373677277956,-0.5363188603329268,1,2,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,43,-0.21636726732067604,-0.48121983498990717,-0.4681218136920544,1,0,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,46,0.49060583307898364,-0.6308288012112878,-0.5666160856697152,1,18,1,27,0,1,0,1,1,0
yes,-0.3397165448614569,34,-0.5875281450304972,-0.15314173870090791,-0.28692834544014983,0,3,1,13,0,1,0,1,1,0
yes,0.4018942818577303,38,-0.49915650748053997,0.18811567894451528,-0.013039961661525977,0,11,1,8,0,1,0,1,1,0
yes,0.4018942818577303,37,1.2506019160086181,0.9661426406032374,2.009457961834481,1,5,1,19,0,1,0,1,1,0
yes,-0.3397165448614569,19,-0.228150152327337,-0.71985968246733,-0.6782559249526872,0,1,1,0,0,1,1,0,1,0
no,-0.3397165448614569,27,0.13711928287915381,-0.7205913356210212,-0.6782559249526872,0,1,1,2,1,0,1,0,1,0
yes,-0.3397165448614569,39,-0.6582254550704634,-0.1842596775003935,-0.3279692510610868,0,20,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,45,-0.08439895524607278,2.797973676042139,2.610669317772705,5,14,0,9,0,1,0,1,1,0
yes,-0.3397165448614569,52,0.9619212333454235,-0.5078571020369648,-0.365691854222898,1,16,0,16,0,1,0,1,1,0
no,1.8851159352961047,34,-0.4107848699305825,-0.7193664340511298,-0.6782559249526872,0,4,1,25,1,0,1,0,1,0
yes,-0.3397165448614569,30,0.22549092042911129,0.284675943426878,0.41621479374523285,1,1,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,61,0.22549092042911129,-0.7207320013474621,-0.6782559249526872,0,24,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,32,0.19603370791245878,-0.6811810713824403,-0.6353081183860142,2,2,1,15,0,1,0,1,1,0
yes,-0.3397165448614569,38,-0.03962399222076113,-0.469687783741143,-0.43691092304365703,3,15,1,19,0,1,0,1,1,0
yes,-0.3397165448614569,37,2.140209734011523,0.9007529592000904,2.616123368358598,3,2,1,8,0,1,0,1,1,0
yes,1.1435051085769175,33,0.004443997704150854,1.1308717613604053,1.1349482158915138,1,5,1,15,0,1,1,0,1,0
no,-0.3397165448614569,30,-0.14566995728070992,-0.7200503117297185,-0.6782559249526872,2,1,0,5,1,0,1,0,1,0
yes,-0.3397165448614569,42,-0.45791640995722654,-0.3919554979806667,-0.43061313369225807,3,8,1,5,0,1,0,1,0,1
yes,1.1435051085769175,29,-0.7465970926204208,0.03862364843386411,-0.21585591335660323,3,7,0,5,0,1,0,1,1,0
yes,-0.3397165448614569,52,-0.21636726732067604,-0.30661458405543857,-0.31640346633875277,1,18,1,8,0,1,0,1,1,0
yes,-0.3397165448614569,29,-0.21636726732067604,0.39404279932520364,0.2933299811462465,1,4,0,11,0,1,0,1,1,0
yes,-0.3397165448614569,45,0.6084346831455937,-0.6727968315629238,-0.6156141702158981,3,1,1,18,0,1,0,1,1,0
yes,-0.3397165448614569,30,-0.15745284228737108,1.1922303046302296,1.042397296980707,2,3,1,15,0,1,0,1,1,0
yes,-0.3397165448614569,30,-0.228150152327337,-0.2626182086405976,-0.2811530800960721,3,3,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,22,-0.334196117387286,1.9481884466270623,1.4886544335604308,1,0,1,7,0,1,0,1,1,0
no,-0.3397165448614569,37,-0.9033683776340453,-0.717204695346057,-0.6782559249526872,2,4,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,22,-0.04522086259892503,-0.5387904166089351,-0.5019422809038928,2,1,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,29,-0.393110542420591,-0.7194191184206933,-0.6782559249526872,0,2,1,20,0,1,1,0,1,0
yes,-0.3397165448614569,28,0.31386255797906876,-0.2636267844206173,-0.15870828771377735,1,4,1,17,0,1,0,1,1,0
no,3.368337588734479,27,-0.9233403677203358,-0.7170746829650416,-0.6782559249526872,2,2,1,7,1,0,1,0,1,0
yes,-0.3397165448614569,31,-0.0985384172540661,-0.29013882349164005,-0.2763370588243822,2,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,32,0.1665764953958063,4.955617943246456,5.326285619867318,1,2,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,30,0.07820485784584882,-0.30943743574434956,-0.25819245850558875,5,4,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,40,0.8264180557688218,-0.690916538998287,-0.6354547917915782,0,12,1,10,0,1,0,1,1,0
yes,-0.3397165448614569,39,0.49060583307898364,-0.6549580483521461,-0.5962746583303272,0,2,1,5,0,1,0,1,1,0
no,7.076391722330414,43,0.9619212333454235,-0.7215759978160989,-0.6782559249526872,4,12,1,11,1,0,0,1,0,1
yes,-0.3397165448614569,24,-0.8055115176537259,-0.1438867899245233,-0.3430613577999876,1,2,0,10,0,1,0,1,0,1
yes,-0.3397165448614569,26,-0.452024967453896,0.4432203635614403,0.1999023219536815,0,1,1,13,0,1,0,1,1,0
yes,-0.3397165448614569,61,0.9619212333454235,-0.2419391346638756,0.020022424053655587,2,0,0,0,0,1,0,1,1,0
yes,-0.3397165448614569,44,0.3727769830123737,-0.5118455128490609,-0.4335588490329002,2,10,1,12,0,1,0,1,0,1
yes,-0.3397165448614569,61,1.1814363810195179,-0.2010539412315434,0.1353751905934229,0,1,1,0,0,1,0,1,0,1
yes,-0.3397165448614569,40,-0.37861759386239785,1.3501747487751512,0.958674283667276,2,3,1,14,0,1,1,0,1,0
yes,-0.3397165448614569,20,-0.9233403677203358,5.115480369366352,2.3662318537807665,0,0,0,0,0,1,1,0,1,0
yes,-0.3397165448614569,45,0.3727769830123737,-0.3631491600092161,-0.2615905146289899,2,2,0,16,0,1,0,1,1,0
yes,-0.3397165448614569,26,-0.7465970926204208,-0.7180794407160364,-0.6782559249526872,2,2,1,18,0,1,1,0,1,0
no,-0.3397165448614569,33,-0.48148217997054843,-0.7191433024847342,-0.6782559249526872,3,3,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,30,-0.510939392487201,-0.07867434777979078,-0.2112019661980614,1,2,1,23,0,1,0,1,1,0
yes,-0.3397165448614569,23,-0.8055115176537259,0.33290264014163895,-0.06625490661767036,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,34,-0.21636726732067604,0.6091637842378589,0.48025313598144975,6,1,0,16,0,1,1,0,1,0
yes,-0.3397165448614569,38,-0.452024967453896,0.1135301285177891,-0.04807070447937468,0,4,1,9,0,1,0,1,1,0
yes,0.4018942818577303,35,-0.5698538175205059,-0.47518620973518816,-0.5073600298219085,1,3,1,13,0,1,1,0,0,1
yes,-0.3397165448614569,36,0.3727769830123737,0.24691522492143564,0.44551280650661745,0,1,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,42,1.6688943337450832,-0.6592768099320232,-0.5645840356406818,2,11,1,14,0,1,0,1,1,0
yes,-0.3397165448614569,22,-0.6876826675871158,0.08420568221415461,-0.16380188840549684,0,0,1,3,0,1,1,0,1,0
no,0.4018942818577303,28,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,3,0,1,2,1,0,1,0,1,0
yes,0.4018942818577303,44,1.4332366336118634,-0.34053891661269675,-0.03419760041411529,2,12,1,16,0,1,0,1,1,0
yes,-0.3397165448614569,30,-0.9233403677203358,-0.5141697736241253,-0.5700262423490754,0,0,1,10,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.060833185232750886,-0.46216271122678604,-0.43183847999069014,0,1,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.7465970926204208,0.15869227405493336,-0.14190794915697683,0,2,1,14,0,1,0,1,1,0
yes,-0.3397165448614569,23,-0.366245564605404,-0.698747518032701,-0.6614495984541046,0,0,1,9,0,1,1,0,1,0
yes,0.4018942818577303,55,0.19603370791245878,-0.1733945944609689,-0.08990599326484573,1,25,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,35,0.8529295470338096,-0.2709638567215857,-0.04934786315832223,2,4,1,18,0,1,0,1,1,0
yes,-0.3397165448614569,46,-0.18691005480402356,-0.6872696197073557,-0.6484628894475245,0,8,0,4,0,1,0,1,1,0
yes,-0.3397165448614569,39,-0.5698538175205059,1.3045915544997164,0.7304412975220345,1,8,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,34,0.9619212333454235,3.7685421850881027,5.828015005114813,3,3,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,19,-0.452024967453896,0.6648591112031368,0.3677271326504122,0,7,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,27,0.3727769830123737,-0.5663861471456862,-0.4976642943521626,3,3,1,13,0,1,0,1,0,1
yes,-0.3397165448614569,46,2.022380883944913,-0.6488014739118587,-0.5308521958341553,0,4,1,2,0,1,0,1,0,1
yes,-0.3397165448614569,47,-0.8408601726737089,-0.5468252629903482,-0.5810847937666181,0,0,0,13,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.5403966050038534,0.2261329723764229,-0.00516873335194045,0,4,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,51,0.6850234356888903,-0.5959597834066854,-0.5119496606921106,4,10,0,5,0,1,0,1,1,0
yes,-0.3397165448614569,41,2.0371094902032394,0.508688114637935,1.758731875578991,2,1,1,0,0,1,1,0,1,0
yes,0.4018942818577303,36,0.28440534546241625,-0.6004734765209498,-0.5425280222790136,1,3,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,32,-0.3636533299039385,3.2509508007413275,2.486091527389998,2,2,1,9,0,1,0,1,1,0
no,1.8851159352961047,41,0.07820485784584882,-0.7204908588964257,-0.6782559249526872,2,3,1,19,1,0,0,1,1,0
no,1.8851159352961047,32,-0.21636726732067604,-0.7198880048788262,-0.6782559249526872,3,2,1,7,1,0,0,1,1,0
yes,-0.3397165448614569,21,-0.6287682425538109,0.06629006367486348,-0.15232469442012342,2,2,1,10,0,1,0,1,1,0
yes,-0.3397165448614569,29,-0.9233403677203358,0.1554008988263708,-0.22124909447918706,0,4,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,21,-0.6876826675871158,2.6019101313912802,1.4411135492985248,0,11,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,34,0.8440923832788135,-0.021630419957191498,0.29838104655035247,3,1,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,27,-0.7819457476404039,-0.5350207063817732,-0.5680583619349762,2,3,1,4,0,1,0,1,1,0
yes,0.4018942818577303,36,-0.9940376777603017,0.733336764685904,0.030625811225382174,0,3,1,12,0,1,0,1,1,0
yes,-0.3397165448614569,24,-0.34533094371858064,-0.1696576945965252,-0.23224666642836655,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,63,1.5510654836784732,-0.7047664049990863,-0.6476989666824909,0,4,1,14,0,1,1,0,1,0
yes,-0.3397165448614569,25,0.07820485784584882,-0.14921979261071588,-0.09668963827217507,0,2,0,2,0,1,1,0,1,0
no,2.626726762015292,42,-0.9233403677203358,-0.7170746829650416,-0.6782559249526872,2,4,1,10,1,0,1,0,1,0
yes,-0.3397165448614569,35,0.31386255797906876,-0.1442742898031857,-0.023887926737030322,2,3,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,20,-0.8055115176537259,0.3332507886849511,-0.06574778331793331,0,1,1,1,0,1,1,0,1,0
yes,1.1435051085769175,41,2.2106124719263227,0.28866256074647934,1.4101746278123943,3,8,1,6,0,1,0,1,1,0
no,1.1435051085769175,24,-0.8938831552036833,-0.7172647720696901,-0.6782559249526872,0,1,0,3,1,0,1,0,1,0
yes,-0.3397165448614569,32,-1.0411692177869458,2.056702127595156,0.6101353700763748,0,0,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,34,0.873549595795466,-0.2072079414826015,0.047862869847249155,2,9,1,12,0,1,0,1,1,0
yes,-0.3397165448614569,37,-0.31946751112895977,-0.0347122597214881,-0.11447378869679523,0,20,1,2,0,1,0,1,1,0
no,0.4018942818577303,27,-0.393110542420591,-0.7194191184206933,-0.6782559249526872,1,14,0,6,1,0,1,0,1,0
no,-0.3397165448614569,56,-1.1295408553369033,-0.7153769893433597,-0.6782559249526872,0,20,1,4,1,0,0,1,1,0
yes,-0.3397165448614569,26,-0.9233403677203358,-0.6543610580000135,-0.6446432682886868,0,4,1,9,0,1,0,1,1,0
no,-0.3397165448614569,33,0.19603370791245878,-0.7206863801733455,-0.6782559249526872,2,6,1,0,1,0,0,1,1,0
yes,-0.3397165448614569,19,-0.8644259426870308,2.261129677250194,0.9645716546214856,0,16,0,1,0,1,1,0,1,0
yes,-0.3397165448614569,35,-0.4402420824472348,1.548385209443102,1.0462445404086476,1,0,0,9,0,1,0,1,1,0
yes,-0.3397165448614569,25,0.22549092042911129,0.6270881592405122,0.7887377426139395,0,0,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,45,0.6673491081788986,-0.30347892617533934,-0.13154290626929152,2,11,1,9,0,1,0,1,1,0
no,2.626726762015292,38,0.19603370791245878,-0.7206863801733455,-0.6782559249526872,2,2,1,11,1,0,1,0,1,0
